image_id,method,extracted_text,processing_time
printed_025_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3524
printed_026_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4341
printed_026_blur,EasyOCR,Shtem ini digunakap unluk mcmbandipekan pcılorn InclodeOCk,2.9226
printed_026_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4497
printed_026_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5917
printed_026_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.476
printed_026_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4228
printed_026_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3954
printed_026_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.278
printed_026_normal,PaddleOCR,Sistem ini digunakan untukmembandingkan performa metode OCR.,0.5486
printed_026_rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3975
printed_026_rotated,EasyOCR,untuk membandingkan Sistem ini digunakan metode performa OCR.,2.4086
printed_026_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3944
printed_027_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4789
printed_027_blur,EasyOCR,Sistem Inidiunakanuntuk membandingken performe mctode OCR,2.6517
printed_027_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.5535
printed_027_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4291
printed_027_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR_,2.5592
printed_027_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3748
printed_027_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.6711
printed_027_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR_,2.5205
printed_027_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.6127
printed_027_rotated,Tesseract,ntuk membandingkan performa Sistem ini digunakan U metode OCR.,0.4356
printed_027_rotated,EasyOCR,ini digunakan untuk membandingkan Sistem metode OCR. performa,2.5387
printed_027_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4007
printed_028_blur,Tesseract,a. 20 Mt ah Kn ma sn dangh 20 pa Naa ma AKN,0.4753
printed_028_blur,EasyOCR,04,2.21
printed_028_blur,PaddleOCR,Sistem ini digunakanuntukmembandingkan per lorm metodeOCR,0.3897
printed_028_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.405
printed_028_dark,EasyOCR,Sistem ini digunakan membandingkan performa metode OCR utuk-,2.6615
printed_028_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4634
printed_028_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.31
printed_028_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.5966
printed_028_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3788
printed_028_rotated,Tesseract,sistem ini digunakan untuk: membandingkan performa metode OCR.,0.4551
printed_028_rotated,EasyOCR,untuk membandingkan Sistem ini digunakan metode performa OCR,2.4255
printed_028_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3405
printed_029_blur,Tesseract,Geen mqpnen ets ememege patos,0.3948
printed_029_blur,EasyOCR,n,2.2864
printed_029_blur,PaddleOCR,Sestem ini dgunakan untukmembandingkan pertorm metode OCR,0.4793
printed_029_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa. metode OCR.,0.5269
printed_029_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.6138
printed_029_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5846
printed_029_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3952
printed_029_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.2727
printed_029_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3653
printed_029_rotated,Tesseract,“Sistem ini cigunakan untuk membandingkan performa metode OCR.,0.5156
printed_029_rotated,EasyOCR,membandingkan performa untuk Sistem inı OCR digunakan metode,2.4681
printed_029_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,0.4757
printed_030_blur,Tesseract,Sistem imi digunakan untuk membandingkan performa metode OCR.,0.3784
printed_030_blur,EasyOCR,Sistem ini dicunakan untuk membandinckan pertorma mclode OCR,2.3411
printed_030_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,0.5431
printed_030_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4036
printed_030_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.3313
printed_030_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4038
printed_030_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4495
printed_030_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.3976
printed_030_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5895
printed_030_rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4418
printed_030_rotated,EasyOCR,ini Ldigunakan untuk membandingkan Sistem OCR performa metode,2.5487
printed_030_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3352
printed_031_blur,Tesseract,Satam ini digunakan untuk membandingkan performa metoda OCR,0.4602
printed_031_blur,EasyOCR,Sttominidunon natadoOca,2.2843
printed_031_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.4824
printed_031_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.37
printed_031_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR-,2.5181
printed_031_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeOcR.,0.5038
printed_031_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4936
printed_031_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.568
printed_031_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4604
printed_031_rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4047
printed_031_rotated,EasyOCR,ini digunakan membandingkan Sistem metode OCR. performa untuk,2.3921
printed_031_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.3374
printed_032_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4228
printed_032_blur,EasyOCR,ststen Intraigunakan untuk nenbandingkan pertorna Derode OCR .,2.8094
printed_032_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeocR-,0.6474
printed_032_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5259
printed_032_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR _,2.7253
printed_032_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.5964
printed_032_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3966
printed_032_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.6089
printed_032_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.5924
printed_032_rotated,Tesseract,kan untuk membandingkan performa sistem ini diguna metode OCR-,0.3807
printed_032_rotated,EasyOCR,tuk membandingkan ini di -gunakan un Sistem metode OCR performa,2.5296
printed_032_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.4857
printed_033_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3942
printed_033_blur,EasyOCR,ststen Intraigunakan untuk nerbandingkan pertorna necode OCR .,2.9087
printed_033_blur,PaddleOCR,sistem ini digunakan untuk membandingkan performa metodeocR-,0.456
printed_033_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5973
printed_033_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR _,2.7951
printed_033_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.5834
printed_033_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4998
printed_033_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.725
printed_033_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.6621
printed_033_rotated,Tesseract,sistem ini digunakan untuk membandingkan performa metode OCR-,0.6307
printed_033_rotated,EasyOCR,untuk membandingkan Sistem ini di metode OCR. performa gunakan,2.5877
printed_033_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode ocR.,0.4631
printed_034_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5521
printed_034_blur,EasyOCR,910r25 Ani Qiqunoun Unrur Eerdandingran Per{or roae OCr :,2.8042
printed_034_blur,PaddleOCR,sistem ini digunakan untuk membandingkan performa metodeocR.,0.6488
printed_034_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.367
printed_034_dark,EasyOCR,sistem ini digunakan untuk membandingkan performa metode OCR,2.5468
printed_034_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeocR.,0.565
printed_034_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.391
printed_034_normal,EasyOCR,sistem ini digunakan untuk membandingkan performa metode OCR,2.6713
printed_034_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode ocR.,0.6789
printed_034_rotated,Tesseract,sistem ini digunakan untuk membandingkan performa metode OCR-,0.6008
printed_034_rotated,EasyOCR,ngkan digunakan untuk Sistem OCR . performa Inempandi ini mecode,2.8029
printed_034_rotated,PaddleOCR,sistem ini digunakan untuk membandingkan performa metodeocR.,0.4895
printed_035_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4338
printed_035_blur,EasyOCR,Sistem Inl diqunakan untuk membandingkan portorma metodo OCR,2.6231
printed_035_blur,PaddleOCR,Sistem ini digunakanuntuk membandingkan performa metodeOCR.,0.4393
printed_035_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4507
printed_035_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.4002
printed_035_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4536
printed_035_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4905
printed_035_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.5208
printed_035_normal,PaddleOCR,Sistem ini digunakan untukmembandingkan performa metodeOCR.,0.5545
printed_035_rotated,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3906
printed_035_rotated,EasyOCR,sistem ini digunakan untuk membandingkan metode OCR_ performa,2.2881
printed_035_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4764
printed_036_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4615
printed_036_blur,EasyOCR,sistcm ini digunakap unluk mcmbandinekap perlorn nclode oCK,2.5301
printed_036_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4206
printed_036_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4404
printed_036_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.7007
printed_036_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.5326
printed_036_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4894
printed_036_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.6887
printed_036_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4735
printed_036_rotated,Tesseract,k membandingkan performa Sistem ini digunakan untu metode OCR.,0.526
printed_036_rotated,EasyOCR,untuk membandingkan Sistem ini digunakan metode OCR. performa,2.3583
printed_036_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4696
printed_037_blur,Tesseract,ee ee 5...,0.4442
printed_037_blur,EasyOCR,,2.3656
printed_037_blur,PaddleOCR,Sastem ini digunakan nnak mebandingkan perform,0.6932
printed_037_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3238
printed_037_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR _,2.2663
printed_037_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3383
printed_037_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3599
printed_037_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.3105
printed_037_normal,PaddleOCR,metode OCR.,0.3054
printed_037_rotated,Tesseract,,0.3308
printed_037_rotated,EasyOCR,digunakan tnnuık membandingkan Sısten metode pertorma OCR,2.6556
printed_037_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,0.4262
printed_038_blur,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3827
printed_038_blur,EasyOCR,Sistem Inl diqunakan untuk membandingkan portorma metodo OCR,2.4753
printed_038_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.498
printed_038_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4056
printed_038_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.3866
printed_038_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3913
printed_038_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3938
printed_038_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.6504
printed_038_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.5498
printed_038_rotated,Tesseract,Kk membandingkan performa Sistem ini digunakan untu! metode OCR.,0.4307
printed_038_rotated,EasyOCR,Sistem ini digunakan membandingkan metode OCR. performa untuk,2.3233
printed_038_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4854
printed_039_blur,Tesseract,Setter #eunasan Untan membandings an pertorm + motets OCR,0.4595
printed_039_blur,EasyOCR,Latei Oca,2.4508
printed_039_blur,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metodeOCR.,0.3431
printed_039_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.339
printed_039_dark,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.5163
printed_039_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.465
printed_039_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3946
printed_039_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,2.5047
printed_039_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.4084
printed_039_rotated,Tesseract,sistem ini digunakan untuk membandingkan performa metode OCR.,0.457
printed_039_rotated,EasyOCR,mem ıbandingkan Sistem inı digunakan metode OCR. performa untuk,2.4717
printed_039_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OcR.,0.4005
printed_040_blur,Tesseract,mn Apaan ara oe te,0.5155
printed_040_blur,EasyOCR,,2.3091
printed_040_blur,PaddleOCR,Sisem ini digunacanwnkmebandingkam per frm metodeOCR,0.3986
printed_040_dark,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.459
printed_040_dark,EasyOCR,Sistem ini digunakan untuk 'membandingkan performa metode OCR.,2.3591
printed_040_dark,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3817
printed_040_normal,Tesseract,Sistem ini digunakan untuk membandingkan performa metode OCR.,0.3587
printed_040_normal,EasyOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,2.8796
printed_040_normal,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,0.3503
printed_040_rotated,Tesseract,sistem ini digunakan untuk memb Ui OR metode,0.5211
printed_040_rotated,EasyOCR,'membandingkan Sısten ı digunakan metode pcıforma untuk OCR,3.1613
printed_040_rotated,PaddleOCR,Sistem ini digunakan untuk membandingkan performa metode OCR,0.3482
printed_041_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5802
printed_041_blur,EasyOCR,Tulisan tanoan memdk variasi bentuk yang lebinn Kompleks,2.4845
printed_041_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4411
printed_041_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4439
printed_041_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks _,2.6281
printed_041_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5195
printed_041_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3449
printed_041_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.9396
printed_041_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4917
printed_041_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3889
printed_041_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan memiliki kompleks.,2.3733
printed_041_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5651
printed_042_blur,Tesseract,Telan tangan membihi | a oe bentuk + ang teh an an,0.4218
printed_042_blur,EasyOCR,,2.3492
printed_042_blur,PaddleOCR,Tulisan tangan memiid variad bentukyang ieba kompleks.,0.4503
printed_042_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3731
printed_042_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebib kompleks _,2.5983
printed_042_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3893
printed_042_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4151
printed_042_normal,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.3594
printed_042_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.393
printed_042_rotated,Tesseract,“Tulisan tangan memiliki v ariasi bentuk yang lebih kompleks.,0.3781
printed_042_rotated,EasyOCR,yang lebih tangan memiliki variasi7 Iulisan kompleks_ bentuk,2.5654
printed_042_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,0.5067
printed_043_blur,Tesseract,Tulisan tangan memiliki \ artasi bentuk yang lebih,0.3594
printed_043_blur,EasyOCR,Iulsed [ereebWwul Siua )alekbi Plac,2.6943
printed_043_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebib kompleks.,0.4086
printed_043_dark,Tesseract,Tulisan tangan memiliki yariasi bentuk yang lebih kompleks.,0.4407
printed_043_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.5156
printed_043_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4953
printed_043_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.376
printed_043_normal,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.5189
printed_043_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3296
printed_043_rotated,Tesseract,“Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4275
printed_043_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan memiliki kompleks.,2.488
printed_043_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4519
printed_044_blur,Tesseract,kompleks.,0.329
printed_044_blur,EasyOCR,Tulisin Langan memihki vanasi bennk yang Iebih Kompleks,2.2746
printed_044_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3116
printed_044_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.503
printed_044_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks _,2.4357
printed_044_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4247
printed_044_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3865
printed_044_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.3441
printed_044_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5025
printed_044_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4172
printed_044_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan kompleks . memiliki,2.3634
printed_044_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.371
printed_045_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4905
printed_045_blur,EasyOCR,"rulican Cangen Perilaia 7ariaoiLeneukanglebin 1o5026o,",2.657
printed_045_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5735
printed_045_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4183
printed_045_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.5851
printed_045_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5557
printed_045_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3833
printed_045_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk Yang lebih kompleks,2.5935
printed_045_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5581
printed_045_rotated,Tesseract,kompleks. iki variasi bent uk yang lebih,0.392
printed_045_rotated,EasyOCR,bentuk Yang Tuli tangan kompleks lebih variasi liki memi san,2.6054
printed_045_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.612
printed_046_blur,Tesseract,Tuksan tangan memiliki variasi bentuk yang lebih,0.388
printed_046_blur,EasyOCR,Tulisan tangan memili variau bentuk Vanglebih Lomoleks,2.6929
printed_046_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4038
printed_046_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.427
printed_046_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.5507
printed_046_dark,PaddleOCR,Tulisan tanganmemiliki variasi bentuk yang lebih kompleks.,0.3162
printed_046_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3646
printed_046_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.4212
printed_046_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4758
printed_046_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4864
printed_046_rotated,EasyOCR,"bentuk ,lebih Tulisan tangan yang variasi memiliki kompleks.",2.7258
printed_046_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4039
printed_047_blur,Tesseract,Tatan tangan memb | a ee bentuk ang beth ea,0.4281
printed_047_blur,EasyOCR,,2.2033
printed_047_blur,PaddleOCR,Tulisan tangan memid variad bentukyang leba kompleks.,0.3249
printed_047_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.38
printed_047_dark,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebib kompleks _,2.5952
printed_047_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3327
printed_047_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4454
printed_047_normal,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.5874
printed_047_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.2943
printed_047_rotated,Tesseract,“Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4641
printed_047_rotated,EasyOCR,rariasi bentuk yang lebih Tolisan tangan memiliki kompleks,2.5101
printed_047_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3033
printed_048_blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3834
printed_048_blur,EasyOCR,Tulisan tanoan memdk variasi bentuk yang lebih Komplers,2.6123
printed_048_blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4428
printed_048_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4761
printed_048_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,2.454
printed_048_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3759
printed_048_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3712
printed_048_normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.4449
printed_048_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3901
printed_048_rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4317
printed_048_rotated,EasyOCR,variasi bentuk yang lebih Tulisan tangan memiliki kompleks.,2.5619
printed_048_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3713
printed_049_blur,Tesseract,"Tekan tangan memmlk: use run ""ang inte ea",0.5051
printed_049_blur,EasyOCR,,2.2963
printed_049_blur,PaddleOCR,Tuliaa tangam memilic varias bennk yang iebd kompleks,0.4234
printed_049_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3736
printed_049_dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,2.4726
printed_049_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3284
printed_049_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4327
printed_049_normal,EasyOCR,Tulisan tangan meniliki variasi bentuk yang lebih kompleks.,2.5109
printed_049_normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3786
printed_049_rotated,Tesseract,‘Tutisan tangan memiliki Variasi bentuk yang lebih kompleks.,0.2894
printed_049_rotated,EasyOCR,variasi bentuk yang lebıh Iulisan tangan memiliki kompleks,2.5632
printed_049_rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,0.2931
printed_050_blur,Tesseract,Tatan tangan memb | a ee bentuk ang beth ea,0.5302
printed_050_blur,EasyOCR,,2.0885
printed_050_blur,PaddleOCR,Tulisan tangan memid variad bentukyang leba kompleks.,0.3467
printed_050_dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4407
printed_050_dark,EasyOCR,Iulisan tangan memiliki variasi bentuk yang lebib kompleks _,2.3924
printed_050_dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3866
printed_050_normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3955
