image_id,type,condition,image_path,ground_truth
printed_054_rotated,printed,rotated,/app/data/02_processed/printed_054_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_055_blur,printed,blur,/app/data/02_processed/printed_055_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_055_dark,printed,dark,/app/data/02_processed/printed_055_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_055_normal,printed,normal,/app/data/02_processed/printed_055_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_055_rotated,printed,rotated,/app/data/02_processed/printed_055_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_056_blur,printed,blur,/app/data/02_processed/printed_056_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_056_dark,printed,dark,/app/data/02_processed/printed_056_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_056_normal,printed,normal,/app/data/02_processed/printed_056_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_056_rotated,printed,rotated,/app/data/02_processed/printed_056_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_057_blur,printed,blur,/app/data/02_processed/printed_057_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_057_dark,printed,dark,/app/data/02_processed/printed_057_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_057_normal,printed,normal,/app/data/02_processed/printed_057_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_057_rotated,printed,rotated,/app/data/02_processed/printed_057_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_058_blur,printed,blur,/app/data/02_processed/printed_058_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_058_dark,printed,dark,/app/data/02_processed/printed_058_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_058_normal,printed,normal,/app/data/02_processed/printed_058_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_058_rotated,printed,rotated,/app/data/02_processed/printed_058_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_059_blur,printed,blur,/app/data/02_processed/printed_059_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_059_dark,printed,dark,/app/data/02_processed/printed_059_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_059_normal,printed,normal,/app/data/02_processed/printed_059_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_059_rotated,printed,rotated,/app/data/02_processed/printed_059_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_060_blur,printed,blur,/app/data/02_processed/printed_060_blur.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_060_dark,printed,dark,/app/data/02_processed/printed_060_dark.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_060_normal,printed,normal,/app/data/02_processed/printed_060_normal.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_060_rotated,printed,rotated,/app/data/02_processed/printed_060_rotated.jpg,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.
printed_061_blur,printed,blur,/app/data/02_processed/printed_061_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_061_dark,printed,dark,/app/data/02_processed/printed_061_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_061_normal,printed,normal,/app/data/02_processed/printed_061_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_061_rotated,printed,rotated,/app/data/02_processed/printed_061_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_062_blur,printed,blur,/app/data/02_processed/printed_062_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_062_dark,printed,dark,/app/data/02_processed/printed_062_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_062_normal,printed,normal,/app/data/02_processed/printed_062_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_062_rotated,printed,rotated,/app/data/02_processed/printed_062_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_063_blur,printed,blur,/app/data/02_processed/printed_063_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_063_dark,printed,dark,/app/data/02_processed/printed_063_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_063_normal,printed,normal,/app/data/02_processed/printed_063_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_063_rotated,printed,rotated,/app/data/02_processed/printed_063_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_064_blur,printed,blur,/app/data/02_processed/printed_064_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_064_dark,printed,dark,/app/data/02_processed/printed_064_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_064_normal,printed,normal,/app/data/02_processed/printed_064_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_064_rotated,printed,rotated,/app/data/02_processed/printed_064_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_065_blur,printed,blur,/app/data/02_processed/printed_065_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_065_dark,printed,dark,/app/data/02_processed/printed_065_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_065_normal,printed,normal,/app/data/02_processed/printed_065_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_065_rotated,printed,rotated,/app/data/02_processed/printed_065_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_066_blur,printed,blur,/app/data/02_processed/printed_066_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_066_dark,printed,dark,/app/data/02_processed/printed_066_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_066_normal,printed,normal,/app/data/02_processed/printed_066_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_066_rotated,printed,rotated,/app/data/02_processed/printed_066_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_067_blur,printed,blur,/app/data/02_processed/printed_067_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_067_dark,printed,dark,/app/data/02_processed/printed_067_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_067_normal,printed,normal,/app/data/02_processed/printed_067_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_067_rotated,printed,rotated,/app/data/02_processed/printed_067_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_068_blur,printed,blur,/app/data/02_processed/printed_068_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_068_dark,printed,dark,/app/data/02_processed/printed_068_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_068_normal,printed,normal,/app/data/02_processed/printed_068_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_068_rotated,printed,rotated,/app/data/02_processed/printed_068_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_069_blur,printed,blur,/app/data/02_processed/printed_069_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_069_dark,printed,dark,/app/data/02_processed/printed_069_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_069_normal,printed,normal,/app/data/02_processed/printed_069_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_069_rotated,printed,rotated,/app/data/02_processed/printed_069_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_070_blur,printed,blur,/app/data/02_processed/printed_070_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_070_dark,printed,dark,/app/data/02_processed/printed_070_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_070_normal,printed,normal,/app/data/02_processed/printed_070_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_070_rotated,printed,rotated,/app/data/02_processed/printed_070_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_071_blur,printed,blur,/app/data/02_processed/printed_071_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_071_dark,printed,dark,/app/data/02_processed/printed_071_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_071_normal,printed,normal,/app/data/02_processed/printed_071_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_071_rotated,printed,rotated,/app/data/02_processed/printed_071_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_072_blur,printed,blur,/app/data/02_processed/printed_072_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_072_dark,printed,dark,/app/data/02_processed/printed_072_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_072_normal,printed,normal,/app/data/02_processed/printed_072_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_072_rotated,printed,rotated,/app/data/02_processed/printed_072_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_073_blur,printed,blur,/app/data/02_processed/printed_073_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_073_dark,printed,dark,/app/data/02_processed/printed_073_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_073_normal,printed,normal,/app/data/02_processed/printed_073_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_073_rotated,printed,rotated,/app/data/02_processed/printed_073_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_074_blur,printed,blur,/app/data/02_processed/printed_074_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_074_dark,printed,dark,/app/data/02_processed/printed_074_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_074_normal,printed,normal,/app/data/02_processed/printed_074_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_074_rotated,printed,rotated,/app/data/02_processed/printed_074_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_075_blur,printed,blur,/app/data/02_processed/printed_075_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_075_dark,printed,dark,/app/data/02_processed/printed_075_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_075_normal,printed,normal,/app/data/02_processed/printed_075_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_075_rotated,printed,rotated,/app/data/02_processed/printed_075_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_076_blur,printed,blur,/app/data/02_processed/printed_076_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_076_dark,printed,dark,/app/data/02_processed/printed_076_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_076_normal,printed,normal,/app/data/02_processed/printed_076_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_076_rotated,printed,rotated,/app/data/02_processed/printed_076_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_077_blur,printed,blur,/app/data/02_processed/printed_077_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_077_dark,printed,dark,/app/data/02_processed/printed_077_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_077_normal,printed,normal,/app/data/02_processed/printed_077_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_077_rotated,printed,rotated,/app/data/02_processed/printed_077_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_078_blur,printed,blur,/app/data/02_processed/printed_078_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_078_dark,printed,dark,/app/data/02_processed/printed_078_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_078_normal,printed,normal,/app/data/02_processed/printed_078_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_078_rotated,printed,rotated,/app/data/02_processed/printed_078_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_079_blur,printed,blur,/app/data/02_processed/printed_079_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_079_dark,printed,dark,/app/data/02_processed/printed_079_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_079_normal,printed,normal,/app/data/02_processed/printed_079_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_079_rotated,printed,rotated,/app/data/02_processed/printed_079_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_080_blur,printed,blur,/app/data/02_processed/printed_080_blur.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_080_dark,printed,dark,/app/data/02_processed/printed_080_dark.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_080_normal,printed,normal,/app/data/02_processed/printed_080_normal.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_080_rotated,printed,rotated,/app/data/02_processed/printed_080_rotated.jpg,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.
printed_081_blur,printed,blur,/app/data/02_processed/printed_081_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_081_dark,printed,dark,/app/data/02_processed/printed_081_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_081_normal,printed,normal,/app/data/02_processed/printed_081_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_081_rotated,printed,rotated,/app/data/02_processed/printed_081_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_082_blur,printed,blur,/app/data/02_processed/printed_082_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_082_dark,printed,dark,/app/data/02_processed/printed_082_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_082_normal,printed,normal,/app/data/02_processed/printed_082_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_082_rotated,printed,rotated,/app/data/02_processed/printed_082_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_083_blur,printed,blur,/app/data/02_processed/printed_083_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_083_dark,printed,dark,/app/data/02_processed/printed_083_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_083_normal,printed,normal,/app/data/02_processed/printed_083_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_083_rotated,printed,rotated,/app/data/02_processed/printed_083_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_084_blur,printed,blur,/app/data/02_processed/printed_084_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_084_dark,printed,dark,/app/data/02_processed/printed_084_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_084_normal,printed,normal,/app/data/02_processed/printed_084_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_084_rotated,printed,rotated,/app/data/02_processed/printed_084_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_085_blur,printed,blur,/app/data/02_processed/printed_085_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_085_dark,printed,dark,/app/data/02_processed/printed_085_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_085_normal,printed,normal,/app/data/02_processed/printed_085_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_085_rotated,printed,rotated,/app/data/02_processed/printed_085_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_086_blur,printed,blur,/app/data/02_processed/printed_086_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_086_dark,printed,dark,/app/data/02_processed/printed_086_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_086_normal,printed,normal,/app/data/02_processed/printed_086_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_086_rotated,printed,rotated,/app/data/02_processed/printed_086_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_087_blur,printed,blur,/app/data/02_processed/printed_087_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_087_dark,printed,dark,/app/data/02_processed/printed_087_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_087_normal,printed,normal,/app/data/02_processed/printed_087_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_087_rotated,printed,rotated,/app/data/02_processed/printed_087_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_088_blur,printed,blur,/app/data/02_processed/printed_088_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_088_dark,printed,dark,/app/data/02_processed/printed_088_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_088_normal,printed,normal,/app/data/02_processed/printed_088_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_088_rotated,printed,rotated,/app/data/02_processed/printed_088_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_089_blur,printed,blur,/app/data/02_processed/printed_089_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_089_dark,printed,dark,/app/data/02_processed/printed_089_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_089_normal,printed,normal,/app/data/02_processed/printed_089_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_089_rotated,printed,rotated,/app/data/02_processed/printed_089_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_090_blur,printed,blur,/app/data/02_processed/printed_090_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_090_dark,printed,dark,/app/data/02_processed/printed_090_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_090_normal,printed,normal,/app/data/02_processed/printed_090_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_090_rotated,printed,rotated,/app/data/02_processed/printed_090_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_091_blur,printed,blur,/app/data/02_processed/printed_091_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_091_dark,printed,dark,/app/data/02_processed/printed_091_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_091_normal,printed,normal,/app/data/02_processed/printed_091_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_091_rotated,printed,rotated,/app/data/02_processed/printed_091_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_092_blur,printed,blur,/app/data/02_processed/printed_092_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_092_dark,printed,dark,/app/data/02_processed/printed_092_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_092_normal,printed,normal,/app/data/02_processed/printed_092_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_092_rotated,printed,rotated,/app/data/02_processed/printed_092_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_093_blur,printed,blur,/app/data/02_processed/printed_093_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_093_dark,printed,dark,/app/data/02_processed/printed_093_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_093_normal,printed,normal,/app/data/02_processed/printed_093_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_093_rotated,printed,rotated,/app/data/02_processed/printed_093_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_094_blur,printed,blur,/app/data/02_processed/printed_094_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_094_dark,printed,dark,/app/data/02_processed/printed_094_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_094_normal,printed,normal,/app/data/02_processed/printed_094_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_094_rotated,printed,rotated,/app/data/02_processed/printed_094_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_095_blur,printed,blur,/app/data/02_processed/printed_095_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_095_dark,printed,dark,/app/data/02_processed/printed_095_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_095_normal,printed,normal,/app/data/02_processed/printed_095_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_095_rotated,printed,rotated,/app/data/02_processed/printed_095_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_096_blur,printed,blur,/app/data/02_processed/printed_096_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_096_dark,printed,dark,/app/data/02_processed/printed_096_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_096_normal,printed,normal,/app/data/02_processed/printed_096_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_096_rotated,printed,rotated,/app/data/02_processed/printed_096_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_097_blur,printed,blur,/app/data/02_processed/printed_097_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_097_dark,printed,dark,/app/data/02_processed/printed_097_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_097_normal,printed,normal,/app/data/02_processed/printed_097_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_097_rotated,printed,rotated,/app/data/02_processed/printed_097_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_098_blur,printed,blur,/app/data/02_processed/printed_098_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_098_dark,printed,dark,/app/data/02_processed/printed_098_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_098_normal,printed,normal,/app/data/02_processed/printed_098_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_098_rotated,printed,rotated,/app/data/02_processed/printed_098_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_099_blur,printed,blur,/app/data/02_processed/printed_099_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_099_dark,printed,dark,/app/data/02_processed/printed_099_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_099_normal,printed,normal,/app/data/02_processed/printed_099_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_099_rotated,printed,rotated,/app/data/02_processed/printed_099_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_100_blur,printed,blur,/app/data/02_processed/printed_100_blur.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_100_dark,printed,dark,/app/data/02_processed/printed_100_dark.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_100_normal,printed,normal,/app/data/02_processed/printed_100_normal.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
printed_100_rotated,printed,rotated,/app/data/02_processed/printed_100_rotated.jpg,"Pengujian ini mencakup angka 12345 dan tanda baca, seperti titik dan koma."
